"id","profileName","text","date","title","rating","images","helpful","Size","Color"
"R3NTOT7ZNWFE74","Amazed customer","Got myself this beanie and was so pumped for it. I’m obsessed with the color, it’s so pretty for fall/winter. But the beanie slides a lot on my head, I feel like I’m constantly adjusting it but it doesn’t stop me from wearing it either? Maybe I have a funny shaped head? Lol","Reviewed in the United States on December 5, 2020","Love the color but slides a lot",5,"",0,"One Size","Brown"
"R1WONUTIUD3S90","Aly ","Cute, nice material","Reviewed in the United States on July 12, 2021","Good quality",4,"",0,"One Size","Black"
"R5OGME1R1LEUF","Angela Camp","Carhardt is a great brand. Price waz reasonable. Delivered on time.","Reviewed in the United States on October 22, 2021","Wonderful hat",5,"",0,"One Size","Black"
"R19JKO0L713GNW","Drew","Looking for warmth on your head? Well here you go. It better be cold outside when you wear this because if not you’re gonna be able to cook tacos on your scalp. That’s how warm this little beanie gets. Snow problem at all with the fabric or the design. I wore nothing but this beanie in freezing weather and kept warm like an elderly person who has the heat on in the summer. Buy it. Don’t think. Just buy it. You won’t regret it. Stay warm my friends.","Reviewed in the United States on December 8, 2019","Head heater.",5,"",0,"One Size","Black"
"RJLHZHE3REXDE","Gordon Baldridge","It's a beanie. With a name brand on it.","Reviewed in the United States on November 6, 2021","It's a Beanie",5,"",0,"One Size","Black"
"R3331EMMQX36RR","Varianne","It was very soft and comfy and keeps my head very warm.","Reviewed in the United States on October 15, 2021","comfy",5,"",0,"One Size","Heather Grey"
"R944ABE7MG4RG","nic","Out of the box this beanie looked so dark that I mistook it to be black. I ordered a black one at the same time though, and once I compared the two, the brown tone became more visible. After about a week of use, I easily recognize it as brown.Structurally, the beanie seems great. It shows no signs of stretching thus far- it fits nice and snug on my large head. For those of you worried that this beanie will be too small, you can rest assured that this will probably fit. I wear a size 7 5/8 baseball cap, and normally have a difficult time fitting into headwear that's ""one size fits all,"" but this beanie fits great.I'm not usually one to openly advertise brand tags on my clothing, especially right in the middle of my head, but the Carhartt logo seems so natural looking on these beanies. It has a more aesthetic appeal and doesn't really feel like a billboard is plastered on you.","Reviewed in the United States on April 21, 2013","Very dark brown",5,"",1,"One Size","Dark Brown"
"R160S7HKYWMLHG","Kim","I love the way it feels. Good material.","Reviewed in the United States on November 19, 2021","Good material",5,"",0,"One Size","Black"
"R1ME0748Z92RXS","Sebastian J Licht","Fit's well, very comfortable,  Thanks","Reviewed in the United States on November 23, 2021","Great product.  Got the hat on time",5,"",0,"One Size","Coal Heather"
"R2DPXEOKBH5MDF","Staci S.","The hat fits my boyfriend well. He keeps his head shaved, and he works outside. This Carhartt hat keeps his head and ears warm. Our winter temperatures range from about 20° to 50°. There's no snow, but my boyfriend did wear it while working outdoors in the rain.This hat is well made, and the seam at the top of the hat does not chafe or bother my boyfriend at all. The color is between light and medium tan and looks like the picture on my monitor. In fact, this hat is so nice that a coworker stole it a month after we bought it. So I can't say how durable it is in the long run. It does wash well, and it withstood 4 weeks in and out of a toolbox and being tossed around on a construction site. I'm definitely going to order more of these.","Reviewed in the United States on April 26, 2015","Well-made, warm, and fits well",5,"",1,"One Size","Brown"
"R12WRAAJSSSRXN","Dana","This hat is so trendy and functional! I wear it outside on walks and by bonfires to keep me toasty. I love the style and that you can adjust the cuff unlike others I have seen. I now have 3 different colors which speaks to just how great it is!","Reviewed in the United States on January 6, 2021","Warm!!",5,"",0,"One Size","Black"
"R7WE5PRSHZIF1","Amazon Customer","I got the fluorescent green for visibility. I am going to use this for running in NH winters. My other running caps don't cover enough and they are relatively thin. These are medium-weight so they should be warmer and cover my ears and maybe a bit of my neck.","Reviewed in the United States on December 30, 2020","Good coverage, medium thickness and warmth, good visibility",5,"",0,"One Size","Brite Lime"
"R396RW5KFU346I","Jess","This mostly acrylic hat will keep you warm, but if you're sporting a very short hairstyle, this hat gets very very itchy with prolonged wear (+1 hour).","Reviewed in the United States on December 5, 2021","SO ITCHY",3,"",0,"One Size","Black"
"R12ISWB2IEO0QZ","Mary","Great fit, great colour and super warm and cozy!","Reviewed in the United States on October 31, 2021","Super warm hat",5,"",0,"One Size","Brown"
"RIXB3UN3IA5CN","Alex Martinez ","I am a big fan of Carhartt products and this beanie is one of my favorites. It is style meets quality and that was a big factor of why I went with this purchase, and when receiving it the product more than met my expectations. 10/10 would recommend!","Reviewed in the United States on January 28, 2021","It is great for outdoors and perfect for simple styling.",5,"",0,"One Size","Black"
"RMAVDK8CIMPRY","Lboogie","Perfect fit, color, and comfort.","Reviewed in the United States on December 4, 2021","Perfect toboggan",5,"",0,"One Size","Coal Heather"
"RTFIMH2LGI2QU","Jeff Alonge","Keeps my head warm!","Reviewed in the United States on December 8, 2021","Warm",5,"",0,"One Size","Brown"
"RBZTIUHZ6E6NF","Christopher Leonard","Great product at a quality price","Reviewed in the United States on November 19, 2021","Great purchase",5,"",0,"One Size","Black/White"
"R1DBSPEYNOOR9B","Amazon Customer","Christmas gift","Reviewed in the United States on December 23, 2021","Just what i ordered",5,"",0,"One Size","Black"
"RFSQBXK6XJM1S","Bryan sanders","so cute and fits well","Reviewed in the United States on December 5, 2021","love",5,"",0,"One Size","Black"
"R326YWA7PUFIMH","Michael McNeil","Good stuff as expected","Reviewed in the United States on December 7, 2021","Good stuff",5,"",0,"One Size","Heather Grey"
"R3Q099S73O7KBZ","Malibu","Fits perfect. Exactly how described.","Reviewed in the United States on December 4, 2021","buy this",5,"https://m.media-amazon.com/images/I/81cs3XAuPYL.jpg",0,"One Size","Black"
"R24IRAKG0AZGR5","Zooboo","Hey its Carhartt and like everything else by Carhartt I've owned, its good and well made BUT I did expect to feel a bigger difference in it keeping my head and ears warmer then some other brands.  I wish this hat was thicker and offered more warmth for when it's really wintry cold.","Reviewed in the United States on April 15, 2020","Its Carhartt, so you know its well made BUT",4,"",0,"One Size","Bright Orange"
"RUD58Z3HUAFPK","Jade","Just as what I expected!","Reviewed in the United States on November 24, 2021","Amazing",5,"",0,"One Size","Black"
"R1DUD7DQ1WUHXJ","herbert","It's to tight and when I wear it's like Cone head","Reviewed in the United States on February 9, 2022","Okay",3,"",0,"One Size","Coal Heather"
"R38K5JQL41CKG8","Javier Gonzalez","This is definitely a beanie foe cold weather. It was a little snug on me and I will wear it only on really cold days as it’s a bit to much for regular CA weather. It’s really well made and it shows and feels that way.","Reviewed in the United States on February 16, 2021","Great beanie for cold weather",5,"",0,"One Size","Navy"
"R2QC0D81ME7Y2Z","Sam Nelson","Perfect. I'll take 20 more in a variety of colors. Comfortable, great fit, warm, quality name brand, stylish. Seriously buying another after this review. And I'm a Nike.guy, so it was difficult to add this into the collection. But I love the new clothing brand I will be wearing!","Reviewed in the United States on December 27, 2020","Quality, snug fit, name brand. Wonderful hat!",5,"",0,"One Size","Heather Grey"
"REVAGIZ6B817K","GJC","So so fit","Reviewed in the United States on April 18, 2022","To long doesn’t fit great",3,"",0,"One Size","Brown"
"R2YC95PY3HJ4RJ","kaley","This is my first purchase of a Carhartt beanie through any selling site. I've wanted a neon yellow, loose beanie all year, and found this one swiftly on Amazon. It's the best, loose fit, absolute most accurate color, and great quality. I'm purchasing this beanie in other colors asap!","Reviewed in the United States on January 2, 2021","Love it!",5,"",0,"One Size","Brite Lime"
"R1KEGYVB41T7AQ","Isabel","This has is the same price you would get at a different store. It is convenient if you don’t wNt to drive there, it does feel different than the ones you would get at the store. Same price.","Reviewed in the United States on November 23, 2020","Same price at retail",4,"",0,"One Size","Black"
"R2HADR380MKSHM","Joan O'Brien","13-year-old say he likes the look and fit.","Reviewed in the United States on November 1, 2021","Chosen by a young teen",5,"",0,"One Size","Brown"
"R2VJDLR4ZQFGJ5","bmaly","Comfortable and warm","Reviewed in the United States on December 9, 2021","Comfortable and warm",5,"",0,"One Size","Dark Brown/Sandstone"
"R1TGT2IOVSY4K1","Brenda Goad","Good price, perfect fit.","Reviewed in the United States on December 6, 2021","Excellent quality",5,"",0,"One Size","Black"
"R3IEPC7ZO8O1BV","Cristian","Perfect buy, all original, true to size","Reviewed in the United States on November 8, 2021","Great buy!",5,"",0,"One Size","Brown"
"R1NR7GZDUUAPNA","Cosmosmama","Great hat! Fits well & comes in lots of colors.","Reviewed in the United States on October 16, 2021","Great hat for the cooler weather here in Wisconsin",5,"",0,"One Size","Black"
"RWW25ZDEWB8M8","Jose Aldo Ramirez","great product","Reviewed in the United States on December 12, 2021","great",5,"",0,"One Size","Brown"
"RZLVC82ABHQ95","Amy H","Excellent product!! Sometimes a beanie isn't just a beanie. With some items, you get what you pay for. This beanie might be a little pricey compared to others, but the quality makes it worth it. Gave it to my son as a Christmas gift & he loves it!!","Reviewed in the United States on January 2, 2021","Excellent Quality! Highly Recommend!",5,"",0,"One Size","Black"
"RRSG0UZSCSI5R","William Polhemus","The caps are as expected. Good Carhartt quality.I want to address the debate over whether they’re “fake” or not. I ordered five of these, different colors. The places of manufacture were as follows:DARK BROWN, PORT: USABLACK, BRIGHT ORANGE: CanadaDARK CRIMSON: ChinaNow I’m not sure why they do things this way. I suspect it’s random, that like many clothing brands they have contracts with manufacturing plants all over the globe. Part of that “logistics” thing UPS used as their ad campaign awhile back.But the quality is not distinguishable from what I can tell. I would cease to worry about it.","Reviewed in the United States on October 16, 2018","Not “fake” but locations of manufacture vary",4,"https://images-na.ssl-images-amazon.com/images/I/71Z5Df7BT8L.jpg
https://images-na.ssl-images-amazon.com/images/I/71fzV6s6OpL.jpg
https://images-na.ssl-images-amazon.com/images/I/71qcTe79jNL.jpg","149","One Size","Dark Brown"
"R1EO3I0F3N4AV5","bryton","A beanie that is so good that you can have 2 of them stolen from you in one year!","Reviewed in the United States on April 25, 2021","Great beanie!",4,"",0,"One Size","Black"
"R14SSSW8UCLREA","Juan","The beanie fits nice but its too tight on the head...","Reviewed in the United States on May 27, 2021","Didnt fit properly",4,"",0,"One Size","Black/White"
"RIT9RA8TTMH3L","Brian O.","I forgot how much I liked these beanies. I used to wear them in the 90’s and they are every bit as good as I remember. Even better than my high dollar name brand outdoor specific beanies. I now have multiple colors in my Amazon cart.","Reviewed in the United States on January 19, 2021","Perfect fit, great looking, and super warm.",5,"",0,"One Size","Black"
"RDJ1DZL9STF5Y","John","Very comfortable well made 10/10 recommend","Reviewed in the United States on November 12, 2021","Great winter hat",5,"",0,"One Size","Black"
"R120X9877PFAEJ","Chris","This is a really nice watch cap I use hunting and I enjoy putting it on.I have a heavier Thinsulate Quad-layer cap I use 0-degrees F and colder or when it's especially windy. I wear this one a lot more in the regions I get to hunt donning it as my mid-weight cap. If it's really windy, it's a touch thin, but if you have a hood that will break the wind you're fine. I wear this all the way from 0 up to say 30 degrees before I would switch to a thinner lightweight beanie.Carhartt is always a little pricey, but in this case I think it's worth it. 4-stars, I recommend it to my friends.","Reviewed in the United States on January 19, 2017","Worth it",4,"",0,"One Size","Bright Orange"
"R2KUA3R27YAIFB","Rhonda M. Butler","I had one of these hats years ago and lost it so I recently purchased another. Boy did I miss that hat! I love it when I'm out in the cold weather walking the dogs or shoveling snow. As a female, its a little big, but so comfy.","Reviewed in the United States on December 29, 2020","Great hat",5,"",0,"One Size","Black"
"R2PZLU33WWMTEL","breanna araujo","Just like the picture! Great product!","Reviewed in the United States on November 12, 2021","Beanie",5,"",0,"One Size","Brown"
"R27B0C0P04Z38T","Ashley Black","I’ve turned my husband into a carhartt lover","Reviewed in the United States on October 28, 2021","Husband loves it!",5,"",0,"One Size","Black"
"R2EJDXRVU1G7CV","Victoria Zamarron","I purchased this for my husband and he loved it. The color and style was purchased with meaning behind it. Overall the color and look is perfect and as described. If in search of a good buy, you’ve found it here. I would buy again!","Reviewed in the United States on February 7, 2021","GREAT Buy",5,"",0,"One Size","Brite Lime"
"R33KBOL7RTWQT4","DF","A+++ for these hats.  Bought one for me, one for my husband.  They arrived very fast (within 3 days), well packaged. They're made in Michigan.  They're one size fits all, but they stretch to fit any head, and they have a wide fold-over edge so you can pull them down or fold them higher up on your head.  It's a very high-quality product.","Reviewed in the United States on April 21, 2020","Top quality, fast delivery, great fit",5,"",1,"One Size","Dark Brown/Sandstone"
"R75TP99FCS0SD","Kindle Customer","This is a great hat. gave it to my son (22) and he was more excited about it than expected. He*s out in the weather most days and needed something better. I needed to go outside one time and just grabbed his. Man, this thing fits and warms like a dream. Seemed a little more than I wanted to pay for a hat but find something better for the same money if you wanna try.","Reviewed in the United States on February 13, 2020","Your head deserves to be happy!",5,"",0,"One Size","Black/White"
"R1UQZZGW349BYJ","B.DIDDY","It’s nice & snugg fits very comfortable","Reviewed in the United States on November 3, 2021","One size fits all",5,"",0,"One Size","Coal Heather"
"R18SG4PBHEB5HJ","Ana Abruzzo","Carhartt is known for their good quality stuff. I was happy I received an official Carhartt brand hat and not a Chinese knockoff. I'm a petite 4' 11"" female 120lbs and I guess with a small head becasue this hat was was just way too big on me. Overall it was a good quality warm hat. It does say mens hat, I just thought it would be more of a one size fits all hat. So if you're a petite female this may be too big on you. I ordered a youth size hat so we'll see how that fits.","Reviewed in the United States on February 27, 2019","Warm hat, fits large",4,"",1,"One Size","Black"
"REXH1I59DRENE","Adam","It’s a really great hat and it says made in Canada. I have a really big head and it fit fine. Didn’t have any discomfort like some of the other reviewers described. I bought it because it was trending on tik tok but was pleasantly surprised by how warm it is.","Reviewed in the United States on November 24, 2020","Great beanie",5,"",0,"One Size","Navy"
"R31X8ODCKE6W20","jae","cute!","Reviewed in the United States on December 15, 2021","I LOVE IT",5,"",0,"One Size","Dark Brown"
"R2NAAK99BMKHWS","Gideon Ebeling","Classic Carhartt beanie. Skaters, construction workers, crossing guards, bus drivers, bank robbers, farmers, casual office workers, walkers, everyone, this is an essential piece of clothing and should be treated with respect and dignity. Perfect for warmth or style. Can I give 6 stars?","Reviewed in the United States on February 26, 2021","I Wish I Could Give 6 Stars",5,"",0,"One Size","Black"
"RXNJMR91M8Y7W","MC","Great hat but runs big.  If you’re female and buying this for yourself is gonna be big!  It’s also pretty scratchy if you have an issue with wool.  Other then that, cute hat","Reviewed in the United States on November 9, 2020","Cute hat but runs big!",4,"",0,"One Size","Coal Heather"
"R3L8VITFGJKR6C","3ven","The product is warmth, comfortable and has good quality material ! Would refer this to buy. I received this a bit too late !","Reviewed in the United States on April 1, 2021","Best product in this price range !",4,"",0,"One Size","Heather Grey"
"R3THZJ44MHALW0","nattums","I know it’s a men’s hat, but I was hoping it would fit a woman’s head. Unfortunately it was too big on me. There was a lot of excess fabric on top and I didn’t like the look of the hat standing straight up on top of my head.","Reviewed in the United States on June 5, 2020","Too Big",4,"",0,"One Size","Heather Grey"
"RAAZETUTIFTLY","Tim Buck Too","I attached a photo for your review. Each one is a Carhart hat. The one on the bottom, brown, was purchased a couple years ago and is large and thick. The second one, the gray, was purchased next and was smaller and thinner. The most recent one, purchased last week was built for a child. I kept it to see what would happen and it is so small it pops off my head. I almost think it might be counterfeit by ordered it directly from Carhart. Good luck.","Reviewed in the United States on February 12, 2022","Gets worse every year",2,"https://m.media-amazon.com/images/I/818NXjrwm0L.jpg","3","One Size","Navy"
"R2GLGILOQ379KT","Amazon Customer","It's not quite the vibrant green as shown in the pictures. It's more yellow-green. Regardless it's a fine cap, well made and durable. Unless you absolutely want that precise color, you will be pleased with it.","Reviewed in the United States on May 2, 2021","Great cap, color a bit off.",5,"",0,"One Size","Brite Lime"
"RYB1TG0TXMY8N","Lance A. Anderson","This hat was purchased for my wife who wished to continue hiking during the colder months, but wanted to adhere to the safety requirements on state game lands.  The hat is great quality, comfortable, and warm, just as you'd expect from a Carhartt product.","Reviewed in the United States on January 26, 2021","Perfect winter hat for hiking during hunting season",5,"",0,"One Size","Bright Orange"
"R2AYN5JVUKE76J","Elsie","Make certain you know the different style numbers such as, A018 v others. Some don't completely roll straight. Again check those numbers. Otherwise, I'm pleased with the purchase.","Reviewed in the United States on January 25, 2021","Important: Review those style numbers to assure satisfaction.",4,"",0,"One Size","Dark Brown/Sandstone"
"R1BHP7IWY04JZP","Jamesy Young","Very nice and warm. I always wanted one of these beanies because my friend has one and I borrowed his beanie mostly of the time. So I decided to get my own one instead.","Reviewed in the United States on December 7, 2020","Excellent material",4,"",0,"One Size","Dark Brown"
"R2YVAR8FO0TLFJ","Sofi","This beanie fits just like the other one I have and I’m very happy with my purchase :)","Reviewed in the United States on September 8, 2021","Good purchase",5,"",0,"One Size","Black"
"RDLF183UKY1X1","Kathryn ","I love carhartt and am trying to buy everything they have lol. The color is so cute for winter! I purchased a little late for winter but I have it ready for the next cold day coming here in Texas! Great price!","Reviewed in the United States on February 26, 2021","Cozy, perfect size and love the color",5,"",0,"One Size","Dark Brown/Sandstone"
"R2JALAQ14GID1X","DD","Very good beanie/ hat, especially for the price. A little too thick for my taste, but that just adds to the great heat retention. I have a fairly average head, and yet my head felt somewhat squeezed by it for a good couple hours, then it was fine. So, don't be surprised as you may have to break it in just like a shoe. I wore it hiking in ~14 degree windy weather and learning to snowboard in ~30 degree calm weather this past winter, and I got far too hot trying to snowboard, yet was fine hiking. So I'd say it's more for really cold/ windy days, and on those days you'll be glad you have this hat.BOTTOM LINE: Buy this hat if you live in/ go to cold areas.","Reviewed in the United States on April 30, 2015","Great hat for the price.",4,"","2","One Size","Black"
"R6EC9DDC28VQ5","Susan R Stoll","I purchased this from my grand daughter,  She wanted it for Christmas.  Don't think just men and boy's wear.  Grand daughter was thrilled.  Great colors and quality.  She looked great.  I am thinking about getting a dusty blue hat for myself.","Reviewed in the United States on December 26, 2020","Great quality",5,"",0,"One Size","Brown"
"R9VRR4GE05IZ0","Adam Z.","Once you get this thing situated right on your head it's almost a shame to take it off. The fabric it's knitted out of is delightfully soft and makes for both a good winter beanie and a nightcap. Will be getting another one at some point!","Reviewed in the United States on January 7, 2021","I've got a mellon head and this is great",5,"",0,"One Size","Bright Orange"
"RAO69C5MEMX4J","Stephanie","I have a lot of these beanies, usually bought in person, but saw this color and had to order it. It’s strangely small though. It’s the same size as my daughter’s carhartt beanie. Hopefully I can stretch it out.","Reviewed in the United States on September 28, 2021","Oddly small",3,"",1,"One Size","Tidal/Blue Spruce Marl"
"RSPO3TD43MHIR","Dorothea.  Gibbs","Alls good","Reviewed in the United States on December 6, 2021","Love them",5,"",0,"One Size","Coal Heather"
"R2APAY42XMVRLY","Doodle","I was going for a Chelsea DeBoer look and it fit very well! It’s because apart of my every other day out fit in the winter weather. Great idea for those who are on their “last hair day” instead of dry shampoo","Reviewed in the United States on February 23, 2021","Another idea instead of dry shampoo ! Very stylish",5,"",0,"One Size","Heather Grey"
"R3AF9WR8FQ3NW6","Safa","The hat itself looks like any carhartt hat, but it's too long and the material is completely different from if u got it at an actual store.","Reviewed in the United States on February 19, 2021","Not the same",4,"",0,"One Size","Black"
"R3POR6IKUD0VSD","Amazon Customer","I needed a cap for a trip to New York in the middle of winter.1.  This thing didn't look like an ill-fitting prophylactic on my abnormally-shaped head;2.  I felt like Action Bronson or a member of the Wu-Tang Clan.3.  Hipsters scurried away in fear.","Reviewed in the United States on October 30, 2020","Magic headgear.",5,"",1,"One Size","Black"
"R14AM5IXY0Q2X3","Sylver Veloz","Much softer than I anticipated. I’m 6’8” and my head size is proportionate to my height (I gotta big head) this fits me well. If you are under 6’ tall, I’m thinking it might be a bit big on you.","Reviewed in the United States on March 14, 2021","Surprised by the softness!",5,"",0,"One Size","Black/White"
"R3U320ZJTY4VAK","Robert Grant","I have a larger size head and this beanie even when completely strected to its maximum is too small and will continually pop off of my head.","Reviewed in the United States on July 22, 2022","One Size Does NOT Fit All",2,"","2","One Size","Blue Lagoon"
"R2GT8VUYKGXURM","Davieboy","Some of these reviews scared me into thinking I was going to receive a Chinese knockoff. I was prepared to write a politically incorrect response to them that no one would care to read. However I received my beanie. It's built well, it's warm, it's comfy, it's a little tall. But rest assured, it is 100% legitimate.","Reviewed in the United States on August 4, 2020","Legitimate Carhartt Beanie",5,"",0,"One Size","Black"
"R1PY4PBY1DQY7P","A","I have a pretty big head and long hair so beanies have traditionally looked ridiculous on me. This one looks decent though, maybe it's the shape. It's a little tight but I was expecting that. Overall I'm happy with it, I think it was worth the buy. 👍","Reviewed in the United States on November 19, 2020","Pretty nice hat",5,"https://images-na.ssl-images-amazon.com/images/I/81O5GVWMTvL.jpg","4","One Size","Black"
"R3CNQODJDT7JXF","Christopher Suarez","It’s fire as hell, gonna be great for work","Reviewed in the United States on October 22, 2021","It’s cool",5,"",0,"One Size","Black"
"R3B8B70C3SJYHE","Carol Armstrong","It sticks up on top and looks like he has ears","Reviewed in the United States on January 25, 2022","Ears",3,"",0,"One Size","Black"
"R1HQ7RRFR5SA0P","Lisa Pearson","Love it! Shipped super fast and is exactly what I expected and wanted. Though it tends to slip off a lot so I am constantly pulling it down. Not sure if that means it’s too big or too small but overalll love the hat","Reviewed in the United States on January 6, 2021","Must have",5,"",0,"One Size","Black"
"RJ0R6NUGWFESR","lauren e.","I love my Carhartt beanie. It is the perfect size/stretches to fit my head. Usually beanies are too small or too big and they slip off my head. This one stays on my head, it keeps me warm, and it looks super cool! I would love to get a few more in different colors. My only regret is that I didn't buy this sooner! Would highly recommend.","Reviewed in the United States on March 29, 2020","This beanie is my new favorite accessory!",5,"",0,"One Size","Brown"
"R3MEEMZSN293PE","Mwillhoite","This was purchased for my husband who works primarily outside. He said the thought was kind but the hat looked silly on him. In fact, he said don't even bother asking my buddies if they want it. I had good intentions with this gift but I guess this particular style of hat isn't as popular with the guy I know. However, I think it still deserves four stars. Its quite thick and the  material seems to be pretty good. I tried it on and it was very comfortable and warm. I wouldn't be discouraged by the style though, I just think my male friends are picky. 😉","Reviewed in the United States on December 4, 2017","Picky Friends",4,"https://images-na.ssl-images-amazon.com/images/I/713sUm+B35L.jpg",1,"One Size","Black"
"R3GSXSEUVNJDPS","Amazon Customer","I get these for my dad every year because since he is a highway worker. I love how bright they are to keep people aware of him, and they also keep him warm on the cold days.","Reviewed in the United States on October 2, 2020","Great gift!",4,"",0,"One Size","Bright Orange"
"RDBTAF8LTI77L","Mike","For the people questioning if this is a nock off some saying from China others from Canada.  Just wanted to show mine arrived as it's supposed too, American tag not Chinese or Canada.","Reviewed in the United States on May 12, 2021","Authentic made in USA! Mine was NOT a knock off!",5,"https://images-na.ssl-images-amazon.com/images/I/91tsEbbg0BL.jpg",1,"One Size","Black/White"
"RMDSMWNIN650J","Edwyn Ayala","I loved the fabric and the build of the beanie. Only complaint is that it feels larger than the other carhartt beanies I’ve bought directly from carhartt","Reviewed in the United States on January 18, 2021","Awesome beanie but too big",4,"",0,"One Size","Black/White"
"R3I88YFJX2ORVR","Mike","Product as described","Reviewed in the United States on November 26, 2021","Exactly as described",5,"",0,"One Size","Black"
"R375QRMTIQF2CL","MagsB","This is one of my favorite go to beanies. Super cute, love the fit and color. On colder days I normally just throw this on with a oversized sweater and that keeps me warm. Definitely would purchase in other colors!","Reviewed in the United States on February 21, 2021","Perfect Beanie!",5,"https://images-na.ssl-images-amazon.com/images/I/81S7TEoRM3L.jpg","2","One Size","Brown"
"RPLD8G4JH2UQT","John S.","Pros: Adequately warm for most activities when the temps are in 10s - 30s F.  Non-itchy, Good quality and price, free shipping thru Amazon Prime.Would have given 5 stars if style and fit fully met my preferences.Cons: Although cap stretches to fit, it tends to squeeze up and away from the crown of the head--hence ""somewhat small"", but this is more a matter of style and fit than actual sizing.  After two weeks wear, seems unlikely to relax over time. I would have preferred something that fits close to the top of the head like a traditional wool Navy watch cap, but without the itch or excessive stretching over time.","Reviewed in the United States on January 10, 2017","Good quality and price",4,"",1,"One Size","Dark Brown"
"R3U2RFZVULQJH8","Thomas Scales","I do not like how deep it is but you can just fold it some more.  Plus I just saw Tim Dillion wearing it LOL","Reviewed in the United States on February 8, 2021","Wife says I over paid but I like it",4,"",0,"One Size","Navy"
"R1SOZ9OGL46GER","ek","i see girls wear them all the time and they look cute what’s wrong with me mom","Reviewed in the United States on December 12, 2017","Too tight and too Tall",2,"https://images-na.ssl-images-amazon.com/images/I/513E1Xe+z-L.jpg","4508","One Size","Black"
"R19JRWV5LLZ45H","uh_manduh","Fits as expected. Warm.","Reviewed in the United States on November 19, 2021","Comfortable",5,"",0,"One Size","Brown"
"RAJUISV454JUB","Stephanie Whittaker","This hat seems rather small for a men’s. I do have kind of a big noggin but only for a woman in my opinion. Doesn’t stretch much either.","Reviewed in the United States on January 12, 2021","Runs small but otherwise nice",4,"",0,"One Size","Brown"
"R14CQP1PT2RJXN","Diane Duffenbach","Arrived promptly","Reviewed in the United States on November 23, 2021","Just as decribed",5,"",0,"One Size","Navy"
"R8NGJXKZX9OMZ","Chrissy C.","Love it! Soft and fits great!","Reviewed in the United States on November 5, 2021","Perfect",5,"",0,"One Size","Black/White"
"R36KMCECLKZTMD","MJ","Bought this for my brother for christmas, its a little small on him. Then again, he does have a large head","Reviewed in the United States on March 17, 2021","It was small",4,"",0,"One Size","Dark Brown/Sandstone"
"RSHC11KAKNLGW","KC","It’s way bigger than the other Carhartt beanie I own but they both say one size. Wish the fit was more uniform but it’s still cozy and nice","Reviewed in the United States on January 11, 2021","Variable sizing in beanie colors",4,"",0,"One Size","Brite Lime"
"R2656HQ4LGVWEP","J H","Literally had to take it off at 14000 feet, with 50 mph wind gusts, in 20 degree weather. It was too warm. Which, is exactly what you want from something like this.The material is a tad uncomfortable to me, but that mostly depends on the person.","Reviewed in the United States on November 26, 2020","Too hot",5,"",0,"One Size","Navy"
"R3CIRJLA6I72OP","JJ","Migraine every time I wear this, so disappointed.","Reviewed in the United States on February 17, 2022","Don’t put in dryer - it will shrink",3,"",0,"One Size","Brown"
"R1QSHN5L0AHS5X","HF","I am happy with my hat!","Reviewed in the United States on November 3, 2021","Chemo hat",5,"",0,"One Size","Black"
"R30VF3UZM5FUXF","Julia Thaden","When I got the hat I realized that it was bigger than I had anticipated. I have ordered hats from Carhartt before and they weren't the same size. Overall a good hat, just a little big.","Reviewed in the United States on October 12, 2020","Pretty big, but a good hat!",4,"",0,"One Size","Black"
"R2O9Q761ZU8LHP","Heaven Tuite","It is nice and warm but it seems to have stretched quickly.","Reviewed in the United States on January 13, 2022","Stretches",3,"",0,"One Size","Black"
"R33B6X4UZGBPDU","Jamie Armbrustmacher","Nice, quality hat but runs small.  It’s very tight on my husband’s head.  It seems more child size in circumference but length wise it’s the size of an adult cap.","Reviewed in the United States on November 12, 2020","Runs small...",4,"",0,"One Size","Navy"
"R19111U7LPE02O","Paulsrud2","Our daughter has a large collection of carhart beanies and this one she wanted and didn’t have, so it was bought for a stocking stuffer along with many other gifts this past Christmas.  She loved it of course!!!","Reviewed in the United States on February 19, 2021","Daughter LOVES IT!!!",5,"",0,"One Size","Black/White"
"R2LHI7R61SC1EY","jaguarlady53","After I ordered this beanie for my son I read some of the reviews and was concerned about it being a knock off. It came today and it is a Carhartt for sure. The tag on the front was correct. The tag on the inside said made in the USA and also had tags on it with USA. I don't know about the fit because it is a Christmas present. It looks the same size as the blue one he has, made in Canada, so I am sure it will be fit. I ordered it from Amazon, not a third party seller.","Reviewed in the United States on November 22, 2018","Genuine Carhartt",5,"","4","One Size","Brown"
"R20DYEO8G2RWPY","Lauren Tamburello","Perfect","Reviewed in the United States on December 3, 2021","Trendy",5,"",0,"One Size","Brown"
"R1RXJH6NM3Q0XX","Vanessa ","I was hesitant to buy this because I saw so many people saying they were fake but I was very pleased with it. It looks just like my other one that I purchased off of the actual Carhartt site.","Reviewed in the United States on February 26, 2021","Great quality",5,"",0,"One Size","Black"
"R31XF4NIVA2HPW","Josh(OGER)","Quality is great nothing insane but its really thick and warm","Reviewed in the United States on September 28, 2021","Fits big heads",5,"https://m.media-amazon.com/images/I/71ucmxou1mL.jpg",1,"One Size","Black"
